Subject,Group,Phase,Entropy
23,NT,Preparation,1.55788860882968
23,NT,Preparation,1.64341771979318
23,NT,Preparation,1.48872078274986
23,NT,Preparation,1.94683899920539
23,NT,Preparation,2.00178960357455
23,NT,Preparation,1.71100190112313
23,NT,Preparation,2.14991942733393
23,NT,Preparation,1.89268226032587
23,NT,Preparation,2.00840508166174
23,NT,Preparation,2.34300429193224
23,NT,Preparation,2.23304044990246
23,NT,Preparation,1.14414047455724
23,NT,Lift 1,2.00711122566839
23,NT,Lift 1,2.13388470693005
23,NT,Lift 1,2.10000270135244
23,NT,Lift 1,1.62022295147524
23,NT,Lift 1,1.96334335681896
23,NT,Lift 1,1.72750394925796
23,NT,Lift 1,1.98041913660375
23,NT,Lift 1,2.51052924716203
23,NT,Lift 1,2.33182079499244
23,NT,Lift 1,2.06884491021254
23,NT,Lift 1,2.24666712345203
23,NT,Lift 1,2.31758947045038
23,NT,Lift 2,2.13136036657788
23,NT,Lift 2,2.19438621367341
23,NT,Lift 2,1.77555575427544
23,NT,Lift 2,1.93405782295859
23,NT,Lift 2,2.36915347602292
23,NT,Lift 2,2.42429154094057
23,NT,Lift 2,2.12277470071471
23,NT,Lift 2,2.39893156291047
23,NT,Lift 2,2.10481103365462
23,NT,Lift 2,1.71304289742187
23,NT,Lift 2,2.34077212314902
23,NT,Lift 2,1.53908070973309
24,NT,Preparation,NaN
24,NT,Preparation,2.37625613776879
24,NT,Preparation,2.38257292624919
24,NT,Preparation,1.7735522040654
24,NT,Preparation,2.18244617225206
24,NT,Preparation,1.86376552588636
24,NT,Preparation,1.73898725707503
24,NT,Preparation,1.76370214888779
24,NT,Preparation,1.91974521352955
24,NT,Preparation,1.64458484678694
24,NT,Preparation,1.78845635642319
24,NT,Preparation,1.99011391317187
24,NT,Preparation,1.8709300183839
24,NT,Lift 1,NaN
24,NT,Lift 1,2.4251705557821
24,NT,Lift 1,2.03492041777726
24,NT,Lift 1,1.94016842630478
24,NT,Lift 1,2.3191349480976
24,NT,Lift 1,2.4273169288023
24,NT,Lift 1,1.63822610961503
24,NT,Lift 1,1.62393335674887
24,NT,Lift 1,1.99233592432092
24,NT,Lift 1,2.10644209293155
24,NT,Lift 1,2.33951039758589
24,NT,Lift 1,2.30149933397311
24,NT,Lift 1,2.23651421551195
24,NT,Lift 2,NaN
24,NT,Lift 2,2.31111889761056
24,NT,Lift 2,1.97151299896016
24,NT,Lift 2,1.88897872437467
24,NT,Lift 2,2.15296135186687
24,NT,Lift 2,1.98662662893665
24,NT,Lift 2,1.50696076166068
24,NT,Lift 2,2.53157840676665
24,NT,Lift 2,1.74588718958746
24,NT,Lift 2,1.7613535605142
24,NT,Lift 2,2.00290551601139
24,NT,Lift 2,1.71798572485403
24,NT,Lift 2,1.99423101244176
25,ASD,Preparation,1.70487891245738
25,ASD,Preparation,2.16082246756866
25,ASD,Preparation,1.54941201170752
25,ASD,Preparation,2.38302055288252
25,ASD,Preparation,NaN
25,ASD,Preparation,2.08373789859133
25,ASD,Preparation,1.8273300808828
25,ASD,Preparation,NaN
25,ASD,Preparation,2.22800657151479
25,ASD,Preparation,NaN
25,ASD,Preparation,1.75289780996868
25,ASD,Preparation,2.32260086405011
25,ASD,Preparation,1.97251765453934
25,ASD,Preparation,1.8966447989388
25,ASD,Lift 1,2.22085995662912
25,ASD,Lift 1,1.9050000434762
25,ASD,Lift 1,1.94469482394704
25,ASD,Lift 1,1.86947315001846
25,ASD,Lift 1,NaN
25,ASD,Lift 1,1.60508383855266
25,ASD,Lift 1,2.2413444535604
25,ASD,Lift 1,NaN
25,ASD,Lift 1,2.36798242889002
25,ASD,Lift 1,NaN
25,ASD,Lift 1,1.64496074943144
25,ASD,Lift 1,2.27186455180069
25,ASD,Lift 1,2.34443157239061
25,ASD,Lift 1,1.97540962200499
25,ASD,Lift 2,2.05583257982567
25,ASD,Lift 2,2.17164651931505
25,ASD,Lift 2,2.1713377852707
25,ASD,Lift 2,2.32123029191868
25,ASD,Lift 2,NaN
25,ASD,Lift 2,2.41379774412198
25,ASD,Lift 2,2.07767545007315
25,ASD,Lift 2,NaN
25,ASD,Lift 2,2.0843781538695
25,ASD,Lift 2,NaN
25,ASD,Lift 2,2.42904029645089
25,ASD,Lift 2,1.90785679243217
25,ASD,Lift 2,2.43964846959543
25,ASD,Lift 2,2.19572607415156
26,ASD,Preparation,2.35641051906096
26,ASD,Preparation,1.49821766838211
26,ASD,Preparation,2.4933094184469
26,ASD,Preparation,2.02968254748882
26,ASD,Preparation,2.00319511676598
26,ASD,Preparation,2.41549974855114
26,ASD,Preparation,2.12862074618514
26,ASD,Preparation,1.96329760178114
26,ASD,Preparation,1.43739260941708
26,ASD,Lift 1,1.61710399793677
26,ASD,Lift 1,1.38774964077958
26,ASD,Lift 1,2.25043409987731
26,ASD,Lift 1,2.04192647157692
26,ASD,Lift 1,2.28159516406011
26,ASD,Lift 1,1.75706551378394
26,ASD,Lift 1,2.37898798640953
26,ASD,Lift 1,2.27164611493326
26,ASD,Lift 1,1.82727326517878
26,ASD,Lift 2,2.43650614089341
26,ASD,Lift 2,1.95388793168689
26,ASD,Lift 2,2.46268740984934
26,ASD,Lift 2,2.18004237446294
26,ASD,Lift 2,2.26213092798998
26,ASD,Lift 2,2.28272962166557
26,ASD,Lift 2,2.17813779597144
26,ASD,Lift 2,2.33698565121319
26,ASD,Lift 2,2.2288797793452
27,ASD,Preparation,2.10285841638073
27,ASD,Preparation,2.48022821485279
27,ASD,Preparation,2.01700142127853
27,ASD,Preparation,1.2576724381125
27,ASD,Preparation,2.10749221738459
27,ASD,Preparation,2.22409787142936
27,ASD,Preparation,2.11460816410342
27,ASD,Preparation,2.16239527250424
27,ASD,Preparation,1.86178116234162
27,ASD,Preparation,2.45692152269285
27,ASD,Preparation,1.61419717714077
27,ASD,Lift 1,2.13812740383124
27,ASD,Lift 1,1.76723539565664
27,ASD,Lift 1,2.48423620127845
27,ASD,Lift 1,2.40466632186542
27,ASD,Lift 1,2.37748361859837
27,ASD,Lift 1,2.36730264767484
27,ASD,Lift 1,2.34671080298954
27,ASD,Lift 1,2.4668657464773
27,ASD,Lift 1,2.15380928453834
27,ASD,Lift 1,2.05772209395603
27,ASD,Lift 1,2.24534753143933
27,ASD,Lift 2,2.26375166899178
27,ASD,Lift 2,1.78076424581245
27,ASD,Lift 2,1.97220188277907
27,ASD,Lift 2,2.09041793154192
27,ASD,Lift 2,2.23412464540907
27,ASD,Lift 2,1.99823690630273
27,ASD,Lift 2,2.59327835477213
27,ASD,Lift 2,1.95899096874967
27,ASD,Lift 2,2.32969773105867
27,ASD,Lift 2,2.15112491229642
27,ASD,Lift 2,1.90690168202274
28,ASD,Preparation,2.21221590345751
28,ASD,Preparation,2.21286980766002
28,ASD,Preparation,1.73498614495198
28,ASD,Preparation,1.79093905066118
28,ASD,Preparation,2.22494557544651
28,ASD,Preparation,1.97530217285171
28,ASD,Preparation,1.6409620821487
28,ASD,Preparation,2.3670360850106
28,ASD,Preparation,1.75998724861701
28,ASD,Preparation,2.12298150937367
28,ASD,Preparation,2.25391515188433
28,ASD,Preparation,1.97317155874184
28,ASD,Preparation,1.90368668833762
28,ASD,Preparation,1.73398356974845
28,ASD,Preparation,2.01003072859563
28,ASD,Preparation,1.57064478888918
28,ASD,Preparation,1.75104467014391
28,ASD,Preparation,2.02113691193197
28,ASD,Lift 1,2.25857755525313
28,ASD,Lift 1,1.80128169777136
28,ASD,Lift 1,2.35059331723065
28,ASD,Lift 1,2.04734135722453
28,ASD,Lift 1,1.27700917953489
28,ASD,Lift 1,2.36709960339431
28,ASD,Lift 1,1.38626278909337
28,ASD,Lift 1,1.02092813718921
28,ASD,Lift 1,1.35489641688961
28,ASD,Lift 1,1.5196249942195
28,ASD,Lift 1,1.3420131635809
28,ASD,Lift 1,1.65352384408571
28,ASD,Lift 1,2.3609622180311
28,ASD,Lift 1,1.99588514375124
28,ASD,Lift 1,1.97618643078412
28,ASD,Lift 1,2.2854966454381
28,ASD,Lift 1,2.49988585087459
28,ASD,Lift 1,1.77220556795564
28,ASD,Lift 2,2.21725020671833
28,ASD,Lift 2,2.20133951199633
28,ASD,Lift 2,1.44131485850569
28,ASD,Lift 2,2.17387803564831
28,ASD,Lift 2,1.81717112886594
28,ASD,Lift 2,2.48237456672755
28,ASD,Lift 2,1.51427351681398
28,ASD,Lift 2,1.79385947914552
28,ASD,Lift 2,2.05933272223901
28,ASD,Lift 2,2.21139915418432
28,ASD,Lift 2,1.51283996549319
28,ASD,Lift 2,2.35170084214605
28,ASD,Lift 2,1.764365871467
28,ASD,Lift 2,2.35575746969813
28,ASD,Lift 2,2.06192250610969
28,ASD,Lift 2,1.93459507450514
28,ASD,Lift 2,2.38683296783293
28,ASD,Lift 2,1.71116124317178
29,ASD,Preparation,2.24148785249272
29,ASD,Preparation,2.10157550628801
29,ASD,Preparation,1.83180615009618
29,ASD,Preparation,2.42500013619853
29,ASD,Preparation,1.31403069361148
29,ASD,Preparation,1.34716379348261
29,ASD,Preparation,1.77048807352954
29,ASD,Preparation,2.16372573184647
29,ASD,Preparation,2.14102439811034
29,ASD,Preparation,1.95786150807126
29,ASD,Preparation,2.41505212191781
29,ASD,Preparation,1.81241695278562
29,ASD,Preparation,2.06726967886513
29,ASD,Preparation,1.69055378459558
29,ASD,Preparation,2.33656490035313
29,ASD,Preparation,1.47689533976691
29,ASD,Preparation,2.15378057816984
29,ASD,Preparation,2.32633941178731
29,ASD,Lift 1,2.29379312912448
29,ASD,Lift 1,2.10906678572653
29,ASD,Lift 1,2.20104356125754
29,ASD,Lift 1,2.08202701042655
29,ASD,Lift 1,2.3114862196539
29,ASD,Lift 1,2.20017204619138
29,ASD,Lift 1,1.78511962071921
29,ASD,Lift 1,2.11051241678652
29,ASD,Lift 1,1.58595470770073
29,ASD,Lift 1,0.946715728921807
29,ASD,Lift 1,1.75810172455653
29,ASD,Lift 1,2.19177850860451
29,ASD,Lift 1,2.49414324203316
29,ASD,Lift 1,1.87152643135946
29,ASD,Lift 1,2.27977176551015
29,ASD,Lift 1,2.33676987054961
29,ASD,Lift 1,1.93634841227912
29,ASD,Lift 1,2.22180384977465
29,ASD,Lift 2,1.84946195794475
29,ASD,Lift 2,2.18937348656036
29,ASD,Lift 2,2.10965274543375
29,ASD,Lift 2,2.18389002217918
29,ASD,Lift 2,2.25702944147338
29,ASD,Lift 2,1.52148954082583
29,ASD,Lift 2,1.89340862250831
29,ASD,Lift 2,2.41585807341039
29,ASD,Lift 2,2.05959237106281
29,ASD,Lift 2,1.80927840821658
29,ASD,Lift 2,2.06217289384496
29,ASD,Lift 2,2.17847227428887
29,ASD,Lift 2,2.14124166496025
29,ASD,Lift 2,2.07486242806472
29,ASD,Lift 2,1.73749795453538
29,ASD,Lift 2,2.10539678752623
29,ASD,Lift 2,2.25500472999363
29,ASD,Lift 2,2.35512021888812
30,ASD,Preparation,2.462113132871
30,ASD,Preparation,1.80507637378
30,ASD,Preparation,2.38039476288981
30,ASD,Preparation,2.24567402686325
30,ASD,Preparation,2.16686178176395
30,ASD,Preparation,2.54608185945668
30,ASD,Preparation,2.5279667774749
30,ASD,Preparation,2.45329315749662
30,ASD,Lift 1,2.04123008988502
30,ASD,Lift 1,2.4063870488071
30,ASD,Lift 1,2.46122348719149
30,ASD,Lift 1,2.34283161607039
30,ASD,Lift 1,1.93146462311442
30,ASD,Lift 1,2.39751881342787
30,ASD,Lift 1,1.91125026168978
30,ASD,Lift 1,1.45213119945253
30,ASD,Lift 2,1.92702248957904
30,ASD,Lift 2,2.55687217800826
30,ASD,Lift 2,1.78306025932388
30,ASD,Lift 2,2.44871151888328
30,ASD,Lift 2,1.89554769076152
30,ASD,Lift 2,1.89202994268304
30,ASD,Lift 2,2.00718456495845
30,ASD,Lift 2,1.92302593088852
31,ASD,Preparation,1.96813768035417
31,ASD,Preparation,2.1078922947684
31,ASD,Preparation,1.79775414949199
31,ASD,Preparation,2.30841812962016
31,ASD,Preparation,2.41046587016346
31,ASD,Preparation,2.19201875314456
31,ASD,Preparation,2.41046587016346
31,ASD,Preparation,1.67002775361474
31,ASD,Preparation,1.95818966607345
31,ASD,Lift 1,2.27381688574887
31,ASD,Lift 1,2.19367685589852
31,ASD,Lift 1,2.08562446389347
31,ASD,Lift 1,2.10529839999403
31,ASD,Lift 1,2.12001810791683
31,ASD,Lift 1,1.69711564319107
31,ASD,Lift 1,1.41227090045883
31,ASD,Lift 1,1.73038729149605
31,ASD,Lift 1,2.21355547593019
31,ASD,Lift 2,2.05572517275844
31,ASD,Lift 2,2.07242434374241
31,ASD,Lift 2,2.19334346460209
31,ASD,Lift 2,2.10290147685694
31,ASD,Lift 2,2.31857373836185
31,ASD,Lift 2,2.09702728451864
31,ASD,Lift 2,1.88235686238591
31,ASD,Lift 2,2.03418712816691
31,ASD,Lift 2,2.21862367034649
32,ASD,Preparation,1.59680719607741
32,ASD,Preparation,2.22382039714426
32,ASD,Preparation,2.16239527250424
32,ASD,Preparation,1.62933394099554
32,ASD,Preparation,1.593847232668
32,ASD,Preparation,2.30834693290424
32,ASD,Preparation,1.59041535374781
32,ASD,Preparation,1.71766492845983
32,ASD,Preparation,1.94956249398452
32,ASD,Lift 1,1.90106350817089
32,ASD,Lift 1,2.11348891824819
32,ASD,Lift 1,1.57592609611683
32,ASD,Lift 1,2.46394355783119
32,ASD,Lift 1,2.29871179969534
32,ASD,Lift 1,2.24074476779391
32,ASD,Lift 1,1.91934336467479
32,ASD,Lift 1,2.32268530573299
32,ASD,Lift 1,1.94258672095227
32,ASD,Lift 2,1.84955025438109
32,ASD,Lift 2,2.43789520926445
32,ASD,Lift 2,2.21939621012145
32,ASD,Lift 2,2.0148031182863
32,ASD,Lift 2,2.3983154407294
32,ASD,Lift 2,1.66903019121458
32,ASD,Lift 2,2.01493104770517
32,ASD,Lift 2,2.19962176508627
32,ASD,Lift 2,2.2104142721808
33,ASD,Preparation,1.77537515282907
33,ASD,Preparation,1.85010547193895
33,ASD,Preparation,1.74482397669173
33,ASD,Preparation,2.17680693544058
33,ASD,Preparation,2.32505650169459
33,ASD,Preparation,2.19274385406299
33,ASD,Preparation,1.6400307036611
33,ASD,Preparation,2.18605349626929
33,ASD,Preparation,2.2783233748801
33,ASD,Lift 1,1.53317638747271
33,ASD,Lift 1,2.38851423964821
33,ASD,Lift 1,1.95551980021803
33,ASD,Lift 1,1.65950467421885
33,ASD,Lift 1,2.47148424387265
33,ASD,Lift 1,1.48131523985871
33,ASD,Lift 1,0.957666082429592
33,ASD,Lift 1,1.89439081231044
33,ASD,Lift 1,1.45070105172053
33,ASD,Lift 2,2.20154171348078
33,ASD,Lift 2,2.38199269077893
33,ASD,Lift 2,2.0242897478597
33,ASD,Lift 2,1.89935641939195
33,ASD,Lift 2,2.47373519000916
33,ASD,Lift 2,2.18108637711676
33,ASD,Lift 2,1.81247275754325
33,ASD,Lift 2,2.15986981517453
33,ASD,Lift 2,2.37001651452082
34,ASD,Preparation,2.21221590345751
34,ASD,Preparation,2.17217313443673
34,ASD,Preparation,1.60885277280281
34,ASD,Preparation,2.38933734136291
34,ASD,Preparation,2.51198230960298
34,ASD,Preparation,2.09827216462639
34,ASD,Preparation,2.43248965223068
34,ASD,Preparation,2.59728149553089
34,ASD,Preparation,2.39364611883215
34,ASD,Preparation,2.16154756848709
34,ASD,Preparation,2.02504874648497
34,ASD,Preparation,2.40587961840912
34,ASD,Lift 1,1.93571278626646
34,ASD,Lift 1,1.61259170103418
34,ASD,Lift 1,1.17372595943236
34,ASD,Lift 1,1.7845710317166
34,ASD,Lift 1,2.09976180935706
34,ASD,Lift 1,2.04047198968698
34,ASD,Lift 1,1.19890548960402
34,ASD,Lift 1,2.00919732225159
34,ASD,Lift 1,1.9316012592083
34,ASD,Lift 1,1.60909847116517
34,ASD,Lift 1,1.16297127731427
34,ASD,Lift 1,1.93312621375378
34,ASD,Lift 2,2.5084259541185
34,ASD,Lift 2,1.68486651372288
34,ASD,Lift 2,2.14351373255159
34,ASD,Lift 2,2.2188287043196
34,ASD,Lift 2,2.27762585931634
34,ASD,Lift 2,2.2061448853761
34,ASD,Lift 2,2.32164681730936
34,ASD,Lift 2,1.94101164278626
34,ASD,Lift 2,1.68290660915066
34,ASD,Lift 2,2.17492335524917
34,ASD,Lift 2,1.85161442827354
34,ASD,Lift 2,2.26972534557371
35,ASD,Preparation,2.37798667449484
35,ASD,Preparation,1.37870875005953
35,ASD,Preparation,2.20397477843643
35,ASD,Preparation,2.18284624963587
35,ASD,Preparation,2.45188764430518
35,ASD,Preparation,1.98296777539194
35,ASD,Preparation,2.32002262330691
35,ASD,Preparation,1.652482901365
35,ASD,Preparation,2.21073919355015
35,ASD,Preparation,2.14170194977926
35,ASD,Preparation,2.34505985219289
35,ASD,Preparation,2.29168205275931
35,ASD,Preparation,1.6822824685134
35,ASD,Lift 1,2.42168533574962
35,ASD,Lift 1,1.85225426280924
35,ASD,Lift 1,2.29900808726665
35,ASD,Lift 1,1.53750313166636
35,ASD,Lift 1,1.74803666974131
35,ASD,Lift 1,2.03367624122968
35,ASD,Lift 1,2.42372679176393
35,ASD,Lift 1,1.48034644449299
35,ASD,Lift 1,1.31117364768972
35,ASD,Lift 1,2.21227553816127
35,ASD,Lift 1,1.79622072486085
35,ASD,Lift 1,1.50315413445678
35,ASD,Lift 1,1.5747426241527
35,ASD,Lift 2,2.12661329277784
35,ASD,Lift 2,2.18938670204727
35,ASD,Lift 2,2.33814788863398
35,ASD,Lift 2,1.64615922008488
35,ASD,Lift 2,1.97082294993376
35,ASD,Lift 2,2.26793706293396
35,ASD,Lift 2,2.3176332317192
35,ASD,Lift 2,2.17771730581898
35,ASD,Lift 2,2.04090791856357
35,ASD,Lift 2,1.70542422698954
35,ASD,Lift 2,2.31572936107863
35,ASD,Lift 2,2.11185820214118
35,ASD,Lift 2,2.60250855341393
36,ASD,Preparation,2.02437119481605
36,ASD,Preparation,2.33197864859878
36,ASD,Preparation,2.43880644071107
36,ASD,Preparation,1.99043893670648
36,ASD,Preparation,2.24780464097311
36,ASD,Preparation,2.27687031243915
36,ASD,Preparation,2.47519433646511
36,ASD,Preparation,2.39279841481501
36,ASD,Preparation,1.80262073613552
36,ASD,Preparation,1.90771799152176
36,ASD,Preparation,2.18460043382834
36,ASD,Lift 1,1.46958842064067
36,ASD,Lift 1,1.40868987919119
36,ASD,Lift 1,1.65750698783282
36,ASD,Lift 1,1.46578567262869
36,ASD,Lift 1,2.35352240994323
36,ASD,Lift 1,2.20050043826716
36,ASD,Lift 1,2.41298868253326
36,ASD,Lift 1,1.10247667483773
36,ASD,Lift 1,2.32906994958945
36,ASD,Lift 1,1.90465303808324
36,ASD,Lift 1,2.16994052172615
36,ASD,Lift 2,1.91294317559428
36,ASD,Lift 2,2.09569018002957
36,ASD,Lift 2,2.10744287563395
36,ASD,Lift 2,1.84777367690242
36,ASD,Lift 2,2.5708369621931
36,ASD,Lift 2,1.67766907405245
36,ASD,Lift 2,2.40645037726433
36,ASD,Lift 2,2.37750553751419
36,ASD,Lift 2,1.78151985637183
36,ASD,Lift 2,1.51022861883129
36,ASD,Lift 2,1.6665760945741
37,ASD,Preparation,2.53355846503686
37,ASD,Preparation,2.10458895310678
37,ASD,Preparation,2.14561064986468
37,ASD,Preparation,2.39392359311725
37,ASD,Preparation,2.10072780227087
37,ASD,Preparation,2.35009373058057
37,ASD,Preparation,2.22529710705163
37,ASD,Preparation,2.33986824201475
37,ASD,Preparation,2.11593961997485
37,ASD,Preparation,2.41477464763271
37,ASD,Preparation,2.46323831117325
37,ASD,Lift 1,2.16419137388127
37,ASD,Lift 1,1.74178923204217
37,ASD,Lift 1,2.33529475685727
37,ASD,Lift 1,2.18916303811627
37,ASD,Lift 1,2.52184460611228
37,ASD,Lift 1,1.55881731992888
37,ASD,Lift 1,2.27020400099489
37,ASD,Lift 1,2.09146807096803
37,ASD,Lift 1,1.83188679543601
37,ASD,Lift 1,1.94445773811654
37,ASD,Lift 1,2.07915164683698
37,ASD,Lift 2,2.20774333496661
37,ASD,Lift 2,1.97482321744658
37,ASD,Lift 2,2.08954409099401
37,ASD,Lift 2,2.45036560835017
37,ASD,Lift 2,2.2135910364738
37,ASD,Lift 2,2.00540193863838
37,ASD,Lift 2,2.41806061688035
37,ASD,Lift 2,2.15936227239366
37,ASD,Lift 2,2.33880270810607
37,ASD,Lift 2,1.8132612059595
37,ASD,Lift 2,2.08254599218463
38,ASD,Preparation,1.97054576874914
38,ASD,Preparation,1.88143298123482
38,ASD,Preparation,1.58810660807951
38,ASD,Preparation,2.51947182563513
38,ASD,Preparation,1.88082762281101
38,ASD,Preparation,1.99848626191292
38,ASD,Preparation,1.98269559385565
38,ASD,Preparation,1.52177818736073
38,ASD,Preparation,2.14142447549416
38,ASD,Lift 1,1.50699811966161
38,ASD,Lift 1,2.2416010125969
38,ASD,Lift 1,1.54951626008862
38,ASD,Lift 1,0.883776877803214
38,ASD,Lift 1,2.32376007908888
38,ASD,Lift 1,2.43325537136798
38,ASD,Lift 1,2.01400031886245
38,ASD,Lift 1,1.81453678370413
38,ASD,Lift 1,1.72900635691258
38,ASD,Lift 2,2.05838833361363
38,ASD,Lift 2,2.01713280988734
38,ASD,Lift 2,1.78141270743101
38,ASD,Lift 2,1.89608744361338
38,ASD,Lift 2,2.18104138900012
38,ASD,Lift 2,1.70747650632441
38,ASD,Lift 2,2.28958440561243
38,ASD,Lift 2,2.038102973679
38,ASD,Lift 2,2.08882134625814
